v_name,v_price,h_price,l_price,v_market,area,source,updateTime,insertTime,lWendu,hWendu,tianqi,fengli,fengxiang,aqi,aqiLevel,aqiInfo,cpi
苋菜,5.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
香菜,8.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
油麦菜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
芥菜,4.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
韭菜,7.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
小葱,6.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
蒜苗,6.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
红萝卜,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
白萝卜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
胡萝卜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
土豆,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
葱头,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
大葱,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
生姜,7.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
大蒜,16.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
芹菜,4.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
西洋芹,6.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
莴笋,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-13,2018-04-24,11,15,阴~小到中雨,1-2级,东北风,54,2,良,101.5
大白菜,1.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
洋白菜,2.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
小白菜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
生菜,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
菠菜,7.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
木耳菜,6.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
茼蒿,6.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
苋菜,6.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
香菜,7.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
油麦菜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
芥菜,5.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
韭菜,6.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
小葱,7.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
蒜苗,9.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
红萝卜,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
白萝卜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
胡萝卜,2.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
土豆,2.50,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
葱头,2.30,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
大葱,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
生姜,4.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
大蒜,14.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
芹菜,3.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
西洋芹,5.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
莴笋,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-14,2018-04-24,11,13,小雨,1-2级,东北风,55,2,良,101.5
大白菜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
洋白菜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
小白菜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
生菜,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
菠菜,8.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
木耳菜,6.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
茼蒿,7.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
苋菜,7.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
香菜,7.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
油麦菜,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
芥菜,5.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
韭菜,7.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
小葱,7.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
蒜苗,9.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
红萝卜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
白萝卜,2.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
胡萝卜,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
土豆,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
葱头,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
大葱,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
生姜,4.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
大蒜,15.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
芹菜,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
西洋芹,6.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
莴笋,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-15,2018-04-24,14,15,阵雨,1-2级,东北风,85,2,良,101.5
大白菜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
洋白菜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
小白菜,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
生菜,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
菠菜,6.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
木耳菜,6.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
茼蒿,8.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
苋菜,7.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
香菜,8.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
油麦菜,3.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
芥菜,4.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
韭菜,7.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
小葱,7.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
蒜苗,7.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
白萝卜,1.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
胡萝卜,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
土豆,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
葱头,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
大葱,3.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
生姜,5.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
大蒜,14.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
芹菜,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
西洋芹,6.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
莴笋,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
莲藕,5.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-17,2018-04-24,16,22,多云,1-2级,南风,61,2,良,101.5
大白菜,1.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
洋白菜,3.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
小白菜,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
生菜,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
菠菜,5.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
木耳菜,6.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
茼蒿,7.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
苋菜,6.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
香菜,7.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
油麦菜,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
芥菜,5.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
韭菜,6.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
小葱,8.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
蒜苗,7.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
红萝卜,4.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
白萝卜,1.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
胡萝卜,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
土豆,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
葱头,2.20,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
大葱,2.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
生姜,6.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
大蒜,14.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
芹菜,3.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
西洋芹,5.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
莴笋,2.80,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-18,2018-04-24,15,23,多云,1-2级,南风,49,1,优,101.5
大白菜,1.40,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-20,2018-04-24,15,25,多云,1-2级,南风,69,2,良,101.5
洋白菜,1.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-20,2018-04-24,15,25,多云,1-2级,南风,69,2,良,101.5
小白菜,2.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-20,2018-04-24,15,25,多云,1-2级,南风,69,2,良,101.5
生菜,2.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-20,2018-04-24,15,25,多云,1-2级,南风,69,2,良,101.5
菠菜,5.60,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-20,2018-04-24,15,25,多云,1-2级,南风,69,2,良,101.5
木耳菜,8.00,0.00,0.00,贵阳地利农产品物流园有限公司,gy,vegnet.com.cn,2016-11-20,2018-04-24,15,25,多云,1-2级,南风,69,2,良,101.5
