,v_name,v_price,h_price,l_price,v_market,area,source,updateTime,insertTime,yWendu,bWendu,tianqi,fengli,fengxiang,aqi,aqiLevel,aqiInfo,cpi,h_3,h_9,l_3,l_9,h_price_pred,l_price_pred
29,土豆,1.9,2.2,1.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.5333333333333337,5.233333333333333,2.8999999999999972,4.288888888888888,11.5,10.0
30,葱头,2.4,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,2.4333333333333336,5.222222222222223,1.8666666666666638,4.277777777777778,11.823529411764707,7.070588235294117
31,大葱,5.5,6.0,5.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,2.766666666666667,4.144444444444445,2.166666666666664,3.3333333333333335,11.289473684210526,9.784210526315789
32,生姜,7.0,8.0,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.6666666666666665,3.366666666666667,2.8999999999999972,2.6666666666666665,2.767240192704762,2.1689091534755716
33,大蒜,8.2,8.8,7.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.6000000000000005,4.055555555555556,4.5333333333333306,3.266666666666667,2.767240192704762,2.1689091534755716
34,芹菜,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,7.6000000000000005,4.844444444444445,6.466666666666664,4.0,2.767240192704762,2.1689091534755716
35,莴笋,2.4,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,7.266666666666667,4.822222222222223,6.199999999999997,4.0,2.767240192704762,2.1689091534755716
36,蒜薹,9.5,10.0,8.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.533333333333334,4.522222222222222,4.666666666666663,3.688888888888889,10.892857142857142,9.37857142857143
37,西红柿,5.3,5.8,4.9,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.933333333333334,5.433333333333334,4.733333333333331,4.455555555555556,16.5,15.799999999999999
38,尖椒,5.8,6.2,5.3,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,6.2,5.711111111111112,4.966666666666665,4.688888888888889,2.767240192704762,2.1689091534755716
39,青椒,4.5,4.8,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,7.333333333333333,6.155555555555556,6.0666666666666655,5.088888888888889,11.0,8.2
40,茄子,4.5,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.6000000000000005,6.377777777777778,4.733333333333332,5.311111111111111,2.767240192704762,2.1689091534755716
41,黄瓜,4.2,4.6,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.333333333333333,6.2666666666666675,4.499999999999998,5.222222222222222,5.143103448275864,4.237068965517242
42,南瓜,1.9,2.2,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,4.800000000000001,5.888888888888889,4.066666666666664,4.933333333333334,2.767240192704762,2.1689091534755716
43,冬瓜,2.1,2.3,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.9333333333333336,5.155555555555556,3.266666666666664,4.2444444444444445,12.0,7.08
44,香菇,11.0,12.5,10.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.0333333333333337,4.855555555555556,2.466666666666664,3.9777777777777774,3.997513812154699,2.7691988950276243
45,金针菇,12.0,13.0,11.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.666666666666667,5.933333333333334,4.63333333333333,4.922222222222222,2.767240192704762,2.1689091534755716
46,大白菜,1.3,1.6,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,9.266666666666667,6.2666666666666675,7.766666666666663,5.2555555555555555,2.767240192704762,2.1689091534755716
47,洋白菜,1.5,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,9.033333333333333,5.800000000000001,7.566666666666663,4.844444444444445,2.767240192704762,2.1689091534755716
48,生菜,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.433333333333334,5.300000000000001,4.466666666666662,4.388888888888889,3.997513812154699,2.7691988950276243
49,韭菜,5.0,5.5,4.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.766666666666667,5.322222222222224,2.1999999999999957,4.411111111111112,3.997513812154699,2.7691988950276243
50,白萝卜,1.5,1.8,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,4.066666666666667,5.377777777777779,3.3999999999999964,4.477777777777778,3.997513812154699,2.7691988950276243
51,胡萝卜,3.0,3.3,2.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,4.1000000000000005,5.066666666666667,3.366666666666663,4.155555555555556,10.5,9.5
52,土豆,1.9,2.2,1.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,3.5333333333333337,5.188888888888889,2.8999999999999964,4.288888888888889,2.767240192704762,2.1689091534755716
53,葱头,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.4333333333333336,5.177777777777779,1.8666666666666627,4.277777777777779,2.767240192704762,2.1689091534755716
54,大葱,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.766666666666667,4.1000000000000005,2.1666666666666625,3.333333333333334,3.997513812154699,2.7691988950276243
55,生姜,7.0,7.8,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,3.4333333333333336,3.244444444444445,2.766666666666662,2.622222222222223,2.767240192704762,2.1689091534755716
56,大蒜,8.2,8.8,7.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.300000000000001,3.933333333333333,4.399999999999996,3.222222222222223,4.386486486486482,3.5535135135135145
57,芹菜,4.8,5.2,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,7.300000000000001,4.722222222222222,6.333333333333329,3.9555555555555566,2.767240192704762,2.1689091534755716
58,莴笋,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,7.266666666666667,4.7444444444444445,6.199999999999996,3.9555555555555566,4.620202020202021,3.8373737373737353
59,蒜薹,9.5,10.0,8.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.6000000000000005,4.444444444444445,4.6666666666666625,3.6444444444444457,3.997513812154699,2.7691988950276243
60,西红柿,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,6.0,5.355555555555556,4.733333333333328,4.411111111111112,2.767240192704762,2.1689091534755716
61,尖椒,5.5,6.2,5.3,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,6.033333333333334,5.577777777777778,4.866666666666661,4.6111111111111125,2.767240192704762,2.1689091534755716
62,青椒,4.6,4.8,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,7.166666666666667,6.022222222222222,5.9666666666666615,5.011111111111112,7.745454545454546,6.645454545454545
63,茄子,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.433333333333334,6.2444444444444445,4.699999999999995,5.255555555555556,4.386486486486482,3.5535135135135145
64,黄瓜,4.3,4.6,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.333333333333333,6.211111111111112,4.566666666666661,5.211111111111112,11.044444444444444,7.325925925925926
65,南瓜,1.8,2.1,1.45,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,4.800000000000001,5.855555555555557,4.133333333333327,4.922222222222223,2.767240192704762,2.1689091534755716
66,冬瓜,2.0,2.2,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,3.900000000000001,5.1111111111111125,3.21666666666666,4.216666666666669,2.767240192704762,2.1689091534755716
67,香菇,11.0,12.5,10.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.9666666666666672,4.7777777777777795,2.4166666666666603,3.950000000000001,2.767240192704762,2.1689091534755716
68,金针菇,11.5,12.5,11.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.600000000000001,5.855555555555558,4.583333333333328,4.894444444444446,4.161165048543689,3.648543689320388
69,大白菜,1.3,1.6,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,9.066666666666668,6.1333333333333355,7.766666666666661,5.227777777777779,2.767240192704762,2.1689091534755716
70,洋白菜,1.5,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,8.866666666666669,5.722222222222225,7.56666666666666,4.850000000000001,2.767240192704762,2.1689091534755716
71,生菜,4.8,5.2,4.4,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.266666666666668,5.222222222222225,4.466666666666661,4.394444444444447,2.767240192704762,2.1689091534755716
72,韭菜,5.2,5.6,5.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,2.8333333333333344,5.266666666666669,2.266666666666661,4.416666666666668,5.393103448275863,4.001724137931034
73,白萝卜,1.5,1.8,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,4.166666666666668,5.333333333333337,3.533333333333328,4.505555555555556,2.767240192704762,2.1689091534755716
74,胡萝卜,2.9,3.2,2.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,4.200000000000002,5.022222222222225,3.4999999999999947,4.1833333333333345,8.51111111111111,6.161111111111111
75,土豆,1.8,2.1,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,3.533333333333335,5.1444444444444475,2.9333333333333282,4.322222222222224,11.0,9.4
76,葱头,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,2.3666666666666685,5.133333333333336,1.7999999999999947,4.300000000000002,7.496874999999999,6.421875000000003
77,大葱,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,2.7000000000000015,4.055555555555558,2.0999999999999948,3.3555555555555574,3.997513812154699,2.7691988950276243
78,生姜,7.0,7.8,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,3.400000000000002,3.2555555555555578,2.7333333333333285,2.6444444444444466,7.2105263157894735,4.368421052631578
79,大蒜,8.2,8.8,7.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.3000000000000025,3.944444444444446,4.399999999999995,3.2444444444444467,10.894117647058822,8.508823529411762
80,芹菜,4.7,5.1,4.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,7.300000000000003,4.733333333333334,6.333333333333329,3.9777777777777796,5.393103448275863,4.001724137931034
81,莴笋,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,7.233333333333335,4.722222222222223,6.166666666666662,3.944444444444447,3.997513812154699,2.7691988950276243
82,蒜薹,9.5,10.0,8.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.566666666666669,4.411111111111111,4.633333333333328,3.6111111111111134,2.767240192704762,2.1689091534755716
83,西红柿,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.966666666666669,5.322222222222223,4.699999999999995,4.37777777777778,2.767240192704762,2.1689091534755716
84,尖椒,5.4,6.1,5.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,6.033333333333336,5.555555555555555,4.866666666666661,4.588888888888891,4.620202020202021,3.8373737373737353
85,青椒,4.6,4.8,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,7.133333333333336,6.0,5.933333333333327,4.988888888888891,2.767240192704762,2.1689091534755716
86,茄子,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.400000000000003,6.222222222222222,4.666666666666661,5.233333333333336,4.386486486486482,3.5535135135135145
87,黄瓜,4.3,4.6,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.300000000000003,6.188888888888889,4.533333333333327,5.188888888888892,2.767240192704762,2.1689091534755716
88,南瓜,1.8,2.1,1.45,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,4.8000000000000025,5.833333333333334,4.133333333333327,4.900000000000002,2.767240192704762,2.1689091534755716
89,冬瓜,2.0,2.2,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,3.900000000000002,5.08888888888889,3.21666666666666,4.194444444444447,9.112499999999999,7.9125
90,大白菜,1.5,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.9666666666666686,4.766666666666668,2.4166666666666603,3.9388888888888918,2.767240192704762,2.1689091534755716
91,洋白菜,1.3,1.5,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.0000000000000018,4.644444444444447,1.4833333333333272,3.850000000000003,8.353658536585368,6.95609756097561
92,生菜,4.5,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,1.8000000000000018,3.700000000000002,1.399999999999994,3.0944444444444477,2.767240192704762,2.1689091534755716
93,韭菜,5.0,5.6,4.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.7333333333333356,3.666666666666669,2.1999999999999935,3.0500000000000034,4.96883116883117,3.87922077922078
94,白萝卜,1.4,1.6,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,4.033333333333336,3.6111111111111134,3.3999999999999937,3.0055555555555586,2.767240192704762,2.1689091534755716
95,胡萝卜,3.0,3.3,2.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,4.066666666666669,3.255555555555558,3.3666666666666605,2.6611111111111145,3.997513812154699,2.7691988950276243
96,土豆,1.8,2.1,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,3.500000000000002,3.066666666666669,2.8666666666666614,2.494444444444448,10.5,9.5
97,葱头,2.4,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.3333333333333357,2.7888888888888914,1.7999999999999945,2.2277777777777814,2.767240192704762,2.1689091534755716
98,大葱,4.8,5.0,4.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.733333333333336,2.866666666666669,2.0999999999999943,2.2888888888888927,12.5,11.0
99,生姜,7.0,7.8,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,3.300000000000003,3.1777777777777803,2.6999999999999944,2.5888888888888926,3.997513812154699,2.7691988950276243
100,大蒜,8.4,8.8,7.9,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,5.200000000000004,3.8555555555555574,4.366666666666661,3.1888888888888927,2.767240192704762,2.1689091534755716
101,芹菜,4.3,5.0,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,7.200000000000004,4.666666666666668,6.333333333333329,3.933333333333337,3.997513812154699,2.7691988950276243
