v_name,v_price,h_price,l_price,v_market,area,source,updateTime,insertTime,lWendu,hWendu,tianqi,fengli,fengxiang,aqi,aqiLevel,aqiInfo,cpi
土豆,2.20,2.40,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
山药,6.50,7.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
芋头,2.80,3.00,2.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
大葱,2.60,3.00,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
生姜,7.00,8.60,5.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
大蒜,14.00,15.00,13.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
芹菜,2.30,2.60,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
莴笋,2.60,3.00,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
莲藕,3.20,3.60,2.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
茭白,2.20,2.60,1.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
西兰花,5.50,6.00,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
西红柿,4.00,4.60,3.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
条形辣椒干（小米椒）,5.50,6.20,4.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
青椒,3.70,4.40,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
茄子,3.20,3.60,2.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
黄瓜,2.50,3.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
苦瓜,4.20,4.80,3.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
南瓜,1.50,1.60,1.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
冬瓜,1.00,1.20,0.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
丝瓜,9.50,10.00,9.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
豇豆,9.10,9.20,9.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
平菇,4.50,5.00,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-14,2018-04-24,14,16,阴~小雨,微风,无持续风向,110,3,轻度污染,102
小白菜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
韭菜,4.50,6.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
红萝卜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
白萝卜,1.90,2.40,1.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
土豆,2.50,2.80,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
山药,10.50,14.00,7.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
芋头,2.60,2.80,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
大葱,3.10,4.00,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
生姜,6.50,9.00,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
大蒜,15.00,16.00,14.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
芹菜,2.90,3.00,2.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
莴笋,4.10,5.00,3.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
莲藕,4.50,5.00,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
茭白,1.30,1.60,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
西兰花,8.00,10.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
西红柿,2.50,2.80,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
条形辣椒干（小米椒）,6.50,8.00,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
青椒,5.60,5.60,5.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
茄子,5.50,6.00,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
黄瓜,4.10,4.20,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
苦瓜,2.40,2.40,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
南瓜,1.10,1.20,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
冬瓜,1.10,1.20,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
丝瓜,9.60,9.80,9.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
豇豆,8.75,9.00,8.50,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-15,2018-04-24,15,19,阴~小雨,微风,无持续风向,109,3,轻度污染,102
小白菜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
韭菜,3.00,3.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
红萝卜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
白萝卜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
土豆,2.50,2.80,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
芋头,2.70,2.90,2.50,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
大葱,3.50,4.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
生姜,6.50,9.00,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
大蒜,16.00,16.00,16.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
芹菜,3.00,3.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
莴笋,4.60,5.00,4.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
莲藕,4.40,4.80,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
西兰花,8.00,10.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
西红柿,2.40,2.40,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
条形辣椒干（小米椒）,7.00,7.00,7.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
青椒,5.60,5.60,5.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
黄瓜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
苦瓜,2.40,2.40,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
南瓜,1.10,1.20,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
冬瓜,1.10,1.20,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
丝瓜,9.50,9.80,9.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
豇豆,8.75,9.00,8.50,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
平菇,3.40,4.00,2.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-17,2018-04-24,16,20,阴,微风,无持续风向,122,3,轻度污染,102
小白菜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
韭菜,2.80,3.00,2.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
红萝卜,2.00,2.00,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
白萝卜,1.80,2.00,1.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
土豆,2.40,2.60,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
芋头,2.70,3.00,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
大葱,3.50,4.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
生姜,7.00,9.00,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
大蒜,14.00,16.00,12.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
芹菜,2.90,3.20,2.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
莴笋,4.50,5.00,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
莲藕,4.00,4.40,3.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
西兰花,6.10,7.00,5.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
西红柿,3.10,3.40,2.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
青椒,3.50,4.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
茄子,3.30,3.60,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
黄瓜,1.60,1.80,1.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
苦瓜,2.40,2.60,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
南瓜,1.10,1.20,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
冬瓜,0.90,1.20,0.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
丝瓜,9.40,9.80,9.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
豇豆,7.50,8.00,7.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
平菇,3.50,4.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-18,2018-04-24,16,22,阴~多云,微风,无持续风向,82,2,良,102
韭菜,4.60,5.00,4.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
红萝卜,0.85,1.00,0.70,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
白萝卜,1.70,2.00,1.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
土豆,2.45,2.50,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
芋头,2.80,3.00,2.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
大葱,2.50,2.60,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
生姜,7.50,8.00,7.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
大蒜,15.00,16.00,14.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
芹菜,3.20,3.40,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
莴笋,3.95,4.50,3.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
莲藕,3.90,5.00,2.80,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
西兰花,5.20,5.40,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
西红柿,4.20,4.80,3.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
条形辣椒干（小米椒）,9.50,10.00,9.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
青椒,4.60,5.20,4.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
茄子,3.50,4.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
黄瓜,2.20,3.00,1.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
苦瓜,5.20,5.40,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
南瓜,1.30,1.40,1.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
冬瓜,0.95,1.40,0.50,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
丝瓜,9.20,9.40,9.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
豇豆,6.00,7.00,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
平菇,3.80,4.00,3.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-21,2018-04-24,10,21,多云~小雨,微风,无持续风向,77,2,良,102
韭菜,4.50,6.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
红萝卜,1.30,1.40,1.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
白萝卜,1.20,1.40,1.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
土豆,2.60,3.00,2.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
山药,7.00,8.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
芋头,2.80,3.00,2.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
大葱,2.20,2.40,2.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
生姜,7.00,8.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
大蒜,15.00,16.00,14.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
芹菜,3.10,3.20,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
莴笋,4.00,5.00,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
莲藕,3.70,5.00,2.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
西兰花,7.00,8.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
西红柿,4.10,4.60,3.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
条形辣椒干（小米椒）,8.00,10.00,6.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
青椒,4.60,4.80,4.40,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
茄子,3.20,3.40,3.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
黄瓜,2.80,3.00,2.60,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
苦瓜,5.30,5.60,5.00,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
南瓜,1.30,1.40,1.20,重庆双福国际农贸城,cq,vegnet.com.cn,2016-11-22,2018-04-24,8,15,小雨,微风,无持续风向,67,2,良,102
