,v_name,v_price,h_price,l_price,v_market,area,source,updateTime,insertTime,yWendu,bWendu,tianqi,fengli,fengxiang,aqi,aqiLevel,aqiInfo,cpi,h_3,h_9,l_3,l_9,h_price_pred,l_price_pred
10,南瓜,1.9,2.2,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-01,2018-04-19,6,19,晴,微风,南风,137,3,轻度污染,102.3,4.8,5.966666666666667,4.0666666666666655,4.999999999999999,2.0981084668438434,1.6161260887976168
11,冬瓜,2.1,2.3,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-01,2018-04-19,6,19,晴,微风,南风,137,3,轻度污染,102.3,3.9333333333333322,5.233333333333334,3.2666666666666653,4.311111111111111,2.383862316976251,1.9043526504792387
12,香菇,11.0,12.5,10.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-01,2018-04-19,6,19,晴,微风,南风,137,3,轻度污染,102.3,3.0333333333333328,4.911111111111111,2.4666666666666655,4.01111111111111,12.404798659788845,10.412820482315716
13,金针菇,12.0,13.0,11.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-01,2018-04-19,6,19,晴,微风,南风,137,3,轻度污染,102.3,5.666666666666667,5.966666666666667,4.633333333333332,4.944444444444444,12.8682132594857,10.894859068487426
14,大白菜,1.5,1.8,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,9.266666666666667,6.300000000000001,7.766666666666665,5.277777777777777,2.118115554089175,1.2450683302699987
15,洋白菜,1.4,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,9.1,5.855555555555556,7.566666666666664,4.866666666666666,1.5949586511776266,1.0984269847421866
16,生菜,4.6,5.2,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.5,5.322222222222223,4.466666666666664,4.388888888888889,5.30160325134691,4.301824157491453
17,韭菜,5.0,5.5,4.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,2.9,5.366666666666668,2.199999999999997,4.411111111111111,5.987298642685859,4.647147058975611
18,白萝卜,1.5,1.8,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,4.133333333333333,5.422222222222223,3.3999999999999972,4.477777777777778,1.911468184068383,1.2146884022351827
19,胡萝卜,3.0,3.3,2.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,4.166666666666667,5.111111111111112,3.366666666666664,4.155555555555555,3.981868743383355,3.390609628924011
20,土豆,1.9,2.2,1.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.5333333333333337,5.233333333333333,2.8999999999999972,4.288888888888888,2.309758011353575,1.8062298329551485
21,葱头,2.4,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,2.4333333333333336,5.222222222222223,1.8666666666666638,4.277777777777778,2.7856856919165027,2.091578706238332
22,大葱,5.5,6.0,5.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,2.766666666666667,4.144444444444445,2.166666666666664,3.3333333333333335,6.1120208508005796,5.103746651726134
23,生姜,7.0,8.0,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.6666666666666665,3.366666666666667,2.8999999999999972,2.6666666666666665,8.58118951199062,7.843347016991816
24,大蒜,8.2,8.8,7.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.6000000000000005,4.055555555555556,4.5333333333333306,3.266666666666667,8.921308226029225,7.670531147292093
25,芹菜,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,7.6000000000000005,4.844444444444445,6.466666666666664,4.0,4.952124847405772,4.285166426595102
26,莴笋,2.4,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,7.266666666666667,4.822222222222223,6.199999999999997,4.0,2.8469361678721214,2.052690266989326
27,蒜薹,9.5,10.0,8.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.533333333333334,4.522222222222222,4.666666666666663,3.688888888888889,9.936008515011597,7.897903739779951
28,西红柿,5.3,5.8,4.9,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.933333333333334,5.433333333333334,4.733333333333331,4.455555555555556,5.7119361651802745,4.8026438154643865
29,尖椒,5.8,6.2,5.3,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,6.2,5.711111111111112,4.966666666666665,4.688888888888889,6.311604087595811,5.402152112489113
30,青椒,4.5,4.8,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,7.333333333333333,6.155555555555556,6.0666666666666655,5.088888888888889,4.905108071372803,4.094309826009221
31,茄子,4.5,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.6000000000000005,6.377777777777778,4.733333333333332,5.311111111111111,5.2227631678259865,4.14781966197069
32,黄瓜,4.2,4.6,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.333333333333333,6.2666666666666675,4.499999999999998,5.222222222222222,4.716815175935478,3.9127647210522083
33,南瓜,1.9,2.2,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,4.800000000000001,5.888888888888889,4.066666666666664,4.933333333333334,2.1060588074843016,1.5473477983649015
34,冬瓜,2.1,2.3,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.9333333333333336,5.155555555555556,3.266666666666664,4.2444444444444445,2.4013209118887278,1.901925454171133
35,香菇,11.0,12.5,10.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,3.0333333333333337,4.855555555555556,2.466666666666664,3.9777777777777774,12.412489174012341,10.40494718269268
36,金针菇,12.0,13.0,11.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-02,2018-04-19,9,21,阴~多云,微风,南风,113,3,轻度污染,102.3,5.666666666666667,5.933333333333334,4.63333333333333,4.922222222222222,12.946024859679154,10.89698750031034
37,大白菜,1.3,1.6,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,9.266666666666667,6.2666666666666675,7.766666666666663,5.2555555555555555,1.5193251561462464,0.9406237829586108
38,洋白菜,1.5,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,9.033333333333333,5.800000000000001,7.566666666666663,4.844444444444445,1.7305673585296226,1.1099809300481644
39,生菜,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.433333333333334,5.300000000000001,4.466666666666662,4.388888888888889,4.868958760339606,4.2983112187682275
40,韭菜,5.0,5.5,4.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.766666666666667,5.322222222222224,2.1999999999999957,4.411111111111112,5.567317236064585,4.874904453984729
41,白萝卜,1.5,1.8,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,4.066666666666667,5.377777777777779,3.3999999999999964,4.477777777777778,1.7578255944677101,1.400688022208981
42,胡萝卜,3.0,3.3,2.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,4.1000000000000005,5.066666666666667,3.366666666666663,4.155555555555556,3.379530078940734,2.8953038135699423
43,土豆,1.9,2.2,1.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,3.5333333333333337,5.188888888888889,2.8999999999999964,4.288888888888889,2.1253251767819052,1.594535848697677
44,葱头,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.4333333333333336,5.177777777777779,1.8666666666666627,4.277777777777779,2.877861949493326,2.0731928153317885
45,大葱,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.766666666666667,4.1000000000000005,2.1666666666666625,3.333333333333334,3.7715553124073438,2.967248087245087
46,生姜,7.0,7.8,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,3.4333333333333336,3.244444444444445,2.766666666666662,2.622222222222223,7.870574284249129,6.664014616087098
47,大蒜,8.2,8.8,7.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.300000000000001,3.933333333333333,4.399999999999996,3.222222222222223,8.898601599933263,7.865319409019813
48,芹菜,4.8,5.2,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,7.300000000000001,4.722222222222222,6.333333333333329,3.9555555555555566,4.842600559549821,4.106943401883586
49,莴笋,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,7.266666666666667,4.7444444444444445,6.199999999999996,3.9555555555555566,2.862673165380061,1.9155161139807655
50,蒜薹,9.5,10.0,8.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.6000000000000005,4.444444444444445,4.6666666666666625,3.6444444444444457,10.262050088047445,8.299619732800338
51,西红柿,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,6.0,5.355555555555556,4.733333333333328,4.411111111111112,4.536673572920199,4.12085203521292
52,尖椒,5.5,6.2,5.3,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,6.033333333333334,5.577777777777778,4.866666666666661,4.6111111111111125,6.065957765271294,5.31642390619307
53,青椒,4.6,4.8,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,7.166666666666667,6.022222222222222,5.9666666666666615,5.011111111111112,4.892557929768839,4.247715934764681
54,茄子,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.433333333333334,6.2444444444444445,4.699999999999995,5.255555555555556,4.893518983770414,4.1044086399822595
55,黄瓜,4.3,4.6,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.333333333333333,6.211111111111112,4.566666666666661,5.211111111111112,4.5022443040635505,3.910930898172591
56,南瓜,1.8,2.1,1.45,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,4.800000000000001,5.855555555555557,4.133333333333327,4.922222222222223,2.188732580455659,1.5579667927567584
57,冬瓜,2.0,2.2,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,3.900000000000001,5.1111111111111125,3.21666666666666,4.216666666666669,2.072511289804077,1.6959546528266403
58,香菇,11.0,12.5,10.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,2.9666666666666672,4.7777777777777795,2.4166666666666603,3.950000000000001,12.434265039658705,10.402103288745689
59,金针菇,11.5,12.5,11.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-04,2018-04-19,11,22,多云,微风,南风,148,3,轻度污染,102.3,5.600000000000001,5.855555555555558,4.583333333333328,4.894444444444446,12.554722733791131,10.8978252340156
60,大白菜,1.3,1.6,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,9.066666666666668,6.1333333333333355,7.766666666666661,5.227777777777779,1.5038298496515528,1.1052561294812593
61,洋白菜,1.5,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,8.866666666666669,5.722222222222225,7.56666666666666,4.850000000000001,1.5410527343896057,1.0217213001285352
62,生菜,4.8,5.2,4.4,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.266666666666668,5.222222222222225,4.466666666666661,4.394444444444447,5.263863533401901,4.4874604488671705
63,韭菜,5.2,5.6,5.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,2.8333333333333344,5.266666666666669,2.266666666666661,4.416666666666668,5.66780944101401,5.0587282939199225
64,白萝卜,1.5,1.8,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,4.166666666666668,5.333333333333337,3.533333333333328,4.505555555555556,1.8885093233850139,1.20323543967113
65,胡萝卜,2.9,3.2,2.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,4.200000000000002,5.022222222222225,3.4999999999999947,4.1833333333333345,3.449955056959062,2.970525789895853
66,土豆,1.8,2.1,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,3.533333333333335,5.1444444444444475,2.9333333333333282,4.322222222222224,2.1527366804820125,1.6738449424847337
67,葱头,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,2.3666666666666685,5.133333333333336,1.7999999999999947,4.300000000000002,2.66539467838406,2.018591252931347
68,大葱,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,2.7000000000000015,4.055555555555558,2.0999999999999948,3.3555555555555574,5.131825916329405,4.42850093883167
69,生姜,7.0,7.8,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,3.400000000000002,3.2555555555555578,2.7333333333333285,2.6444444444444466,8.641523807122265,7.451218136048959
70,大蒜,8.2,8.8,7.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.3000000000000025,3.944444444444446,4.399999999999995,3.2444444444444467,8.750241469888618,7.634931979811764
71,芹菜,4.7,5.1,4.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,7.300000000000003,4.733333333333334,6.333333333333329,3.9777777777777796,5.177014375682347,4.178652582459085
72,莴笋,2.5,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,7.233333333333335,4.722222222222223,6.166666666666662,3.944444444444447,2.9058318659821594,2.098102609427248
73,蒜薹,9.5,10.0,8.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.566666666666669,4.411111111111111,4.633333333333328,3.6111111111111134,9.442389479962255,8.383162308739854
74,西红柿,5.0,5.3,4.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.966666666666669,5.322222222222223,4.699999999999995,4.37777777777778,5.165445747817005,4.483426374772857
75,尖椒,5.4,6.1,5.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,6.033333333333336,5.555555555555555,4.866666666666661,4.588888888888891,6.163422849259001,5.275151990489822
76,青椒,4.6,4.8,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,7.133333333333336,6.0,5.933333333333327,4.988888888888891,4.891626361221576,4.29426026062311
77,茄子,4.6,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.400000000000003,6.222222222222222,4.666666666666661,5.233333333333336,4.892806313872119,4.098532858685598
78,黄瓜,4.3,4.6,4.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,5.300000000000003,6.188888888888889,4.533333333333327,5.188888888888892,4.529130805274949,3.901243539418405
79,南瓜,1.8,2.1,1.45,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,4.8000000000000025,5.833333333333334,4.133333333333327,4.900000000000002,2.1137972520859414,1.4844595697263632
80,冬瓜,2.0,2.2,1.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-06,2018-04-19,10,23,多云,微风,南风,152,4,中度污染,102.3,3.900000000000002,5.08888888888889,3.21666666666666,4.194444444444447,2.6301305941318294,2.551543540499062
81,大白菜,1.5,1.7,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.9666666666666686,4.766666666666668,2.4166666666666603,3.9388888888888918,1.8039246751375781,1.3071099752700128
82,洋白菜,1.3,1.5,1.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.0000000000000018,4.644444444444447,1.4833333333333272,3.850000000000003,1.5960027350314965,1.1624182885609304
83,生菜,4.5,5.0,4.2,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,1.8000000000000018,3.700000000000002,1.399999999999994,3.0944444444444477,5.094101623771208,4.111977594912185
84,韭菜,5.0,5.6,4.8,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.7333333333333356,3.666666666666669,2.1999999999999935,3.0500000000000034,4.549884605879448,3.6781034038572793
85,白萝卜,1.4,1.6,1.1,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,4.033333333333336,3.6111111111111134,3.3999999999999937,3.0055555555555586,1.5013042334140598,1.2142219643549335
86,胡萝卜,3.0,3.3,2.7,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,4.066666666666669,3.255555555555558,3.3666666666666605,2.6611111111111145,3.2070136580196347,2.8184617004328043
87,土豆,1.8,2.1,1.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,3.500000000000002,3.066666666666669,2.8666666666666614,2.494444444444448,2.214973479525784,2.1696023814220453
88,葱头,2.4,2.8,2.0,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.3333333333333357,2.7888888888888914,1.7999999999999945,2.2277777777777814,3.751114043255084,2.8459342260450757
89,大葱,4.8,5.0,4.5,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,2.733333333333336,2.866666666666669,2.0999999999999943,2.2888888888888927,4.915559845916123,4.432951988728726
90,生姜,7.0,7.8,6.6,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,3.300000000000003,3.1777777777777803,2.6999999999999944,2.5888888888888926,7.903621824550368,6.543955876960079
91,大蒜,8.4,8.8,7.9,四川成都龙泉聚和(国际)果蔬菜交易中心,cd,vegnet.com.cn,2016-03-09,2018-04-19,6,12,小雨~中雨,微风,东北风,44,1,优,102.3,5.200000000000004,3.8555555555555574,4.366666666666661,3.1888888888888927,8.666776756455725,7.2674168151158085
